bankName,totalAssets,totalLoans,loansCI_US,loansCI_foreign,cdsSold,cdsBought,year,quarter,totalCI,cdsNetBuy,date,mon,leverage,loansCI_to_totalAssets,loansCI_to_totalLoans,netCDS_to_loansCI
NORTHERN TRUST CORPORATION,78464586,30415417,8322884,261689,0,185500,2009,1,8584573,185500,2009-03-01,3,0.3876324154695725,0.10607185259347446,0.2736403055069079,0.02228794730288203
COMERICA INCORPORATED,67757561,48660019,22386679,1459906,42841,4939,2009,1,23846585,-37902,2009-03-01,3,0.7181489162515752,0.330393813909565,0.4600630961529218,-0.0016930604132931017
BANK LEUMI LE-ISRAEL CORPORATION,5613029,3453855,2309522,137440,1e4,0,2009,1,2446962,-1e4,2009-03-01,3,0.6153281944561484,0.4114573432633254,0.6686794900191235,-0.004329900299715699
TD BANKNORTH INC.,128655155,52172920,9935692,5477,108731,134371,2009,1,9941169,25640,2009-03-01,3,0.4055252974511593,0.0772273135887948,0.190437721331296,0.0025805952922051127
UNIONBANCAL CORPORATION,68725586,49441062,15260839,938557,0,0,2009,1,16199396,0,2009-03-01,3,0.7193981874523413,0.22205469444814918,0.308667297640168,0
"AMERICAN CHARTERED BANCORP, INC.",3080087,2160217,638965,0,4100,0,2009,1,638965,-4100,2009-03-01,3,0.7013493450022678,0.2074503090334786,0.2957874139496171,-0.006416626888796726
"JOHNSON FINANCIAL GROUP, INC.",6082928,4620666,873752,0,0,0,2009,1,873752,0,2009-03-01,3,0.759612147308007,0.14364003650873394,0.18909655015099555,0
BOK FINANCIAL CORPORATION,23346689,12861404,5188072,0,0,0,2009,1,5188072,0,2009-03-01,3,0.5508877083170123,0.22221874802032957,0.40338302101387996,0
CITIGROUP INC.,1822578e3,685584000,46926000,98108000,1404588e3,1514613e3,2009,1,145034000,110025e3,2009-03-01,3,0.3761616786771266,0.025747046216952032,0.06844675488342786,2.3446490218642118
MORGAN STANLEY,626023e3,13675000,3381000,423000,307373e4,3186663e3,2009,1,3804000,112933e3,2009-03-01,3,0.02184424533922875,0.0054007600359731196,0.24723948811700183,33.40224785566401
"UTRECHT-AMERICA HOLDINGS, INC.",39947393,13848147,4211593,450615,0,1022e3,2009,1,4662208,1022e3,2009-03-01,3,0.34665959303026356,0.10542848190368768,0.30412682649888106,0.24266352422943052
"GOLDMAN SACHS GROUP, INC., THE",925987e3,25226000,2626000,221000,3135833e3,3346563e3,2009,1,2847000,21073e4,2009-03-01,3,0.027242283099006788,0.0028358929445013808,0.10409894553238722,80.24752475247524
TAUNUS CORPORATION,368367e3,32042000,3090000,24000,58605e3,77486e3,2009,1,3114000,18881e3,2009-03-01,3,0.08698390463858055,0.008388373551376753,0.09643592784470383,6.110355987055017
BARCLAYS GROUP US INC.,360975814,26288353,562868,0,235e3,612e3,2009,1,562868,377e3,2009-03-01,3,0.07282580156464444,0.0015592956042201763,0.021411307129054452,0.6697840346226824
"METLIFE, INC.",491406527,71152870,5876347,1273564,1858285,4329404,2009,1,7149911,2471119,2009-03-01,3,0.14479431202182627,0.011958219268829532,0.08258763139139715,0.42051958470117573
F.N.B. CORPORATION,8454797,5822910,961076,0,0,0,2009,1,961076,0,2009-03-01,3,0.6887107993249276,0.11367227385826058,0.16505080792936866,0
HSBC NORTH AMERICA HOLDINGS INC.,401824818,230836553,17466599,17901205,445636554,440541211,2009,1,35367804,-5095343,2009-03-01,3,0.574470621672751,0.04346819364452496,0.07566652149757236,-0.29171924082072304
REGIONS FINANCIAL CORPORATION,141950436,97749387,15123855,30707,0,0,2009,1,15154562,0,2009-03-01,3,0.688616320981219,0.10654320920860011,0.15472071451455752,0
"BANK OF NEW YORK MELLON CORPORATION, THE",203883e3,41551000,6061000,689000,2e3,109e4,2009,1,6750000,1088e3,2009-03-01,3,0.20379825684338568,0.029727834100930436,0.14586893215566413,0.1795083319584227
MARSHALL & ILSLEY CORPORATION,61910143,49244654,13338899,0,0,0,2009,1,13338899,0,2009-03-01,3,0.7954214223023197,0.21545579372995471,0.2708699912888006,0
ZIONS BANCORPORATION,52799725,41682623,9860047,21700,50,0,2009,2,9881747,-50,2009-06-01,6,0.789447729131165,0.1867442870204343,0.23655054049741545,-5.0709697428419964e-6
JPMORGAN CHASE & CO.,2026642e3,694045000,93892000,36868000,3314803e3,3440786e3,2009,2,130760000,125983e3,2009-06-01,6,0.34246058257945905,0.046328853344596625,0.13528229437572492,1.341786307672645
"COMMERCE BANCSHARES, INC.",17733266,11090330,2507523,0,0,0,2009,2,2507523,0,2009-06-01,6,0.6253969234995967,0.1414022098354584,0.2260999447266222,0
KEYCORP,98389472,71711747,18777592,319443,3276349,3584841,2009,2,19097035,308492,2009-06-01,6,0.7288558983221294,0.19084960634812637,0.2618482018015821,0.0164287305848375
"PNC FINANCIAL SERVICES GROUP, INC., THE",279788303,169708016,44970682,788463,620334,1422287,2009,2,45759145,801953,2009-06-01,6,0.6065586523107794,0.1607311010424907,0.2649885554021208,0.017832796042541673
BANK OF AMERICA CORPORATION,2256059674,1001372926,153250580,38459729,2620196198,2634742330,2009,2,191710309,14546132,2009-06-01,6,0.44385923720916615,0.06792842484006033,0.1530404667641274,0.09491730471754169
BB&T CORPORATION,152398410,100334283,14625466,241171,0,0,2009,2,14866637,0,2009-06-01,6,0.6583683058110645,0.09596862591939115,0.14576738441435816,0
HANCOCK HOLDING COMPANY,7065862,4319850,409217,0,0,0,2009,2,409217,0,2009-06-01,6,0.6113691436373935,0.05791466065994496,0.09472944662430409,0
STATE STREET CORPORATION,152921189,12662032,93784,12500,0,17e4,2009,2,106284,17e4,2009-06-01,6,0.08280103027448996,6.132832252566386e-4,0.007406710076234209,1.812675936193807
UNIVEST CORPORATION OF PENNSYLVANIA,2086821,1466005,413897,0,0,0,2009,2,413897,0,2009-06-01,6,0.7025063481726511,0.19833852544132918,0.28232986927056863,0
U.S. BANCORP,26556e4,189368000,38290000,615000,0,154e3,2009,2,38905000,154e3,2009-06-01,6,0.7130893206808254,0.14418587136616962,0.20219889316040726,0.0040219378427787935
WELLS FARGO & COMPANY,1284176e3,869018000,153235000,9941000,105008e3,11386e4,2009,2,163176000,8852e3,2009-06-01,6,0.6767125378452797,0.11932554416217092,0.1763312152337466,0.05776748131954188
ZIONS BANCORPORATION,53319571,41536022,9412642,19532,301,0,2009,3,9432174,-301,2009-09-01,9,0.7790014289499816,0.1765325906316838,0.2266139496940752,-3.197826922557981e-5
JPMORGAN CHASE & CO.,2041009e3,667924000,87798000,35460000,3117965e3,3200842e3,2009,3,123258000,82877e3,2009-09-01,9,0.3272518641515055,0.04301695876892263,0.13144908702187674,0.9439508872639468
"COMMERCE BANCSHARES, INC.",17965403,10601315,2215079,0,0,0,2009,3,2215079,0,2009-09-01,9,0.5900961420125115,0.12329692798987031,0.20894379612340544,0
KEYCORP,96985260,66808571,16446280,285046,2202435,2519927,2009,3,16731326,317492,2009-09-01,9,0.6888528318633161,0.16957504676483828,0.24617021070544975,0.019304791113856752
"PNC FINANCIAL SERVICES GROUP, INC., THE",271449905,164166602,41692852,1005333,587e3,1242184,2009,3,42698185,655184,2009-09-01,9,0.6047767892937741,0.15359317219138463,0.25396671120719183,0.0157145402286224
BANK OF AMERICA CORPORATION,2252813550,963624252,141034666,30552610,2811818313,2739377543,2009,3,171587276,-72440770,2009-09-01,9,0.42774256751074674,0.06260378982539412,0.14635856840182557,-0.5136380441387368
BB&T CORPORATION,165329114,107027357,14003717,255088,0,0,2009,3,14258805,0,2009-09-01,9,0.647359405797094,0.0847020628199822,0.13084240695582158,0
HANCOCK HOLDING COMPANY,6824691,4286065,385363,0,0,0,2009,3,385363,0,2009-09-01,9,0.6280233053774888,0.05646599970606728,0.08991067564304321,0
STATE STREET CORPORATION,162730469,11458912,84959,12500,0,17e4,2009,3,97459,17e4,2009-09-01,9,0.07041651185802211,5.220841586832765e-4,0.007414229204308402,2.0009651714356336
UNIVEST CORPORATION OF PENNSYLVANIA,2117849,1452567,403341,0,0,0,2009,3,403341,0,2009-09-01,9,0.6858690114356595,0.19044842196020584,0.2776746270567898,0
U.S. BANCORP,265058e3,188776000,36352000,598000,0,121e3,2009,3,36950000,121e3,2009-09-01,9,0.7122063850176188,0.13714734133661313,0.1925668517184388,0.0033285651408450703
WELLS FARGO & COMPANY,1228625e3,841336000,142876000,9751000,128231e3,136779e3,2009,3,152627000,8548e3,2009-09-01,9,0.6847785125648591,0.1162893478482043,0.16982038091796856,0.05982810269044486
"POPULAR, INC.",35638e3,24472000,3810000,48000,0,0,2009,3,3858000,0,2009-09-01,9,0.68668275436332,0.10690835624894775,0.15568813337692056,0
FBOP CORPORATION,19577143,13401540,532550,308,0,0,2009,3,532858,0,2009-09-01,9,0.6845503452674376,0.027202641366005243,0.03973797041235559,0
"SUNTRUST BANKS, INC.",172814097,121065487,22165181,596804,136619,531169,2009,3,22761985,394550,2009-09-01,9,0.7005533061345105,0.12826025992543882,0.18308422614283126,0.017800441151371603
"CITIZENS FINANCIAL GROUP, INC.",150538243,99577333,15954080,42007,0,0,2009,3,15996087,0,2009-09-01,9,0.6614753235827258,0.10598024583029045,0.1602179885657311,0
MERCANTIL COMMERCEBANK HOLDING CORPORATION,5862804,3092712,426561,155361,0,0,2009,3,581922,0,2009-09-01,9,0.5275141382860488,0.07275716534272679,0.13792457881626224,0
ASSOCIATED BANC-CORP,22884589,14861337,3184552,460,110993,7500,2009,3,3185012,-103493,2009-09-01,9,0.6494037100688153,0.13915705455754526,0.21428435409277105,-0.03249844876139564
NORTHERN TRUST CORPORATION,77926946,28127645,7317801,551111,0,102500,2009,3,7868912,102500,2009-09-01,9,0.36094889436575633,0.09390591285330237,0.2601640130199311,0.014006940063005267
COMERICA INCORPORATED,59752866,43599689,19849599,1180300,31150,4133,2009,3,21029899,-27017,2009-09-01,9,0.7296669083621864,0.3321949276876527,0.4552692795583932,-0.0013610854304915681
BANK LEUMI LE-ISRAEL CORPORATION,5177088,3270858,2181525,125317,5e3,0,2009,3,2306842,-5e3,2009-09-01,9,0.6317949395490283,0.4213807066829847,0.6669580275267224,-0.0022919746507603627
TD BANKNORTH INC.,138987370,53193210,9454573,1490,98215,114957,2009,3,9456063,16742,2009-09-01,9,0.3827197392108362,0.06802469173997609,0.17774022285927094,0.001770783302429417
UNIONBANCAL CORPORATION,78153220,48178215,13334432,1025124,0,0,2009,3,14359556,0,2009-09-01,9,0.6164584773346511,0.17061909925144478,0.2767730601891332,0
"AMERICAN CHARTERED BANCORP, INC.",2797849,1989523,578290,0,4100,0,2009,3,578290,-4100,2009-09-01,9,0.7110901982201326,0.20669092577905385,0.2906676625502696,-0.007089868405125456
"JOHNSON FINANCIAL GROUP, INC.",6095462,4477210,768065,0,0,0,2009,3,768065,0,2009-09-01,9,0.7345152836651266,0.12600603530954668,0.17154991613080467,0
GMAC INC.,178257e3,103388000,23611000,7990000,0,0,2009,3,31601000,0,2009-09-01,9,0.5799940535294547,0.132454826458428,0.2283727318450884,0
BOK FINANCIAL CORPORATION,23918833,11761493,4432169,0,0,0,2009,3,4432169,0,2009-09-01,9,0.49172520247956913,0.1853003865196935,0.37683727737626505,0
CITIGROUP INC.,189337e4,650660000,36596000,89646000,1314246e3,1418629e3,2009,3,126242000,104383e3,2009-09-01,9,0.34365179547579183,0.019328498919915282,0.05624442873390096,2.852306262979561
MORGAN STANLEY,769503e3,19571000,2523000,627000,2675101e3,2772199e3,2009,3,3150000,97098e3,2009-09-01,9,0.025433299155428895,0.0032787396540364367,0.12891523172040265,38.48513674197384
"UTRECHT-AMERICA HOLDINGS, INC.",39623012,26727540,16729880,1641,0,747e3,2009,3,16731521,747e3,2009-09-01,9,0.6745458926746911,0.42222635674440906,0.6259416317401452,0.044650649018403
"GOLDMAN SACHS GROUP, INC., THE",882423e3,27522000,1056000,198000,2749859e3,2908161e3,2009,3,1254000,158302e3,2009-09-01,9,0.031189123583587462,0.001196704981624459,0.03836930455635491,149.90719696969697
TAUNUS CORPORATION,368225e3,26931000,2901000,24000,50818e3,62687e3,2009,3,2925000,11869e3,2009-09-01,9,0.0731373480888044,0.007878335256976034,0.10771972819427425,4.091347811099621
BARCLAYS GROUP US INC.,403507429,22123612,557710,0,235e3,33e4,2009,3,557710,95e3,2009-09-01,9,0.05482826438865888,0.0013821554695589012,0.025208813099777738,0.17033942371483388
"METLIFE, INC.",535192209,69632989,5378766,1706860,2638655,4355104,2009,3,7085626,1716449,2009-09-01,9,0.13010837569946762,0.010050157512662895,0.07724450834646779,0.31911576000889424
F.N.B. CORPORATION,8595872,5856465,974322,0,0,0,2009,3,974322,0,2009-09-01,9,0.6813113317648285,0.11334766269204567,0.16636691246340582,0
HSBC NORTH AMERICA HOLDINGS INC.,390657817,215225674,15475098,18418730,392680734,387179134,2009,3,33893828,-5501600,2009-09-01,9,0.5509314408522382,0.039612922938132324,0.07190172860139353,-0.35551309594291425
REGIONS FINANCIAL CORPORATION,140169410,94334469,13651960,25994,0,0,2009,3,13677954,0,2009-09-01,9,0.673003253705641,0.0973961437092444,0.14471868177897942,0
"BANK OF NEW YORK MELLON CORPORATION, THE",21247e4,37902000,4103000,682000,2e3,834e3,2009,3,4785000,832e3,2009-09-01,9,0.1783875370640561,0.01931096154751259,0.10825286264577068,0.20277845478917864
MARSHALL & ILSLEY CORPORATION,58664466,46106314,11821960,0,10089,3529,2009,3,11821960,-6560,2009-09-01,9,0.7859325609475419,0.20151824104220092,0.2564065303507021,-5.548995259669294e-4
ZIONS BANCORPORATION,51144478,40469024,9121502,16529,301,0,2009,4,9138031,-301,2009-12-01,12,0.7912686878923664,0.17834773873339757,0.2253946623471819,-3.299895126920983e-5
JPMORGAN CHASE & CO.,2031989e3,650815000,80452000,23836000,2937442e3,3006108e3,2009,4,104288000,68666e3,2009-12-01,12,0.3202847062656343,0.03959273401578453,0.12361731060285949,0.8535027096902501
"COMMERCE BANCSHARES, INC.",18147945,10490798,2186371,0,0,0,2009,4,2186371,0,2009-12-01,12,0.5780708504461525,0.12047485266238134,0.20840845472384464,0
KEYCORP,93381546,63170299,15187117,284162,1916952,2496491,2009,4,15471279,579539,2009-12-01,12,0.6764751892199343,0.1626350992304197,0.24041546803506503,0.03815990882272126
"PNC FINANCIAL SERVICES GROUP, INC., THE",269921958,160139214,40587699,938857,542e3,1046e3,2009,4,41526556,504e3,2009-12-01,12,0.5932796841967188,0.15036827422539667,0.2534525928171472,0.012417555378046929
BANK OF AMERICA CORPORATION,2231472659,960866925,131723850,33865371,2788760487,2800538607,2009,4,165589221,11778120,2009-12-01,12,0.43059766881956674,0.05903000848732335,0.13708854636660533,0.0894152425699674
BB&T CORPORATION,165764218,106207386,14099186,252006,0,0,2009,4,14351192,0,2009-12-01,12,0.6407135827105944,0.08505566623552015,0.13275146419666142,0
HANCOCK HOLDING COMPANY,8715237,5150287,372239,0,0,0,2009,4,372239,0,2009-12-01,12,0.590952030334918,0.042711288287398265,0.07227538970158362,0
STATE STREET CORPORATION,156755765,10807715,94630,12500,0,17e4,2009,4,107130,17e4,2009-12-01,12,0.06894620430706329,6.036779572349381e-4,0.00875578232771682,1.7964704639120785
UNIVEST CORPORATION OF PENNSYLVANIA,2085421,1427673,403040,0,0,0,2009,4,403040,0,2009-12-01,12,0.6845970190191812,0.19326553247521724,0.2823055419553357,0
U.S. BANCORP,281176e3,199527000,35468000,517000,0,116e3,2009,4,35985000,116e3,2009-12-01,12,0.7096160411983953,0.1261416337098472,0.17776040335393206,0.0032705537385812563
WELLS FARGO & COMPANY,1243646e3,827597000,134695000,8060000,78754e3,86614e3,2009,4,142755000,786e4,2009-12-01,12,0.6654602676324292,0.10830654382356394,0.162754335745538,0.05835405917071903
ZIONS BANCORPORATION,51722707,39259070,8742525,20418,301,0,2010,1,8762943,-301,2010-03-01,3,0.7590296849698914,0.16902682607080097,0.22268803107154603,-3.442941255529724e-5
JPMORGAN CHASE & CO.,2135796e3,731436000,76752000,21786000,2759027e3,2796689e3,2010,1,98538000,37662e3,2010-03-01,3,0.3424652916289758,0.03593601636111314,0.10493330927107772,0.49069731081926204
"COMMERCE BANCSHARES, INC.",18047700,10376028,2045059,0,0,0,2010,1,2045059,0,2010-03-01,3,0.5749224554929437,0.11331410650664628,0.19709459149493427,0
